DateAndTime            ,Date            ,Time        ,CPM_1_Running           ,CPM_1_Actual_Speed      ,FBC_Produced_01         ,CPM_1_Waiting_Upstream  ,CPM_1_Blocked_Downstream,CPM_1_Under_Fault       ,CPM_1_Manual_Stop_Count ,CPM_1_Manual_Stop_Time  ,CPM_01_Status           
2022-11-16 10:55:26.000,      2022-11-16,10:55:26    ,                     1.0,                   182.0,                   506.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:54:26.000,      2022-11-16,10:54:26    ,                     1.0,                   196.0,                   506.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:53:26.000,      2022-11-16,10:53:26    ,                     1.0,                   168.0,                   503.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:52:26.000,      2022-11-16,10:52:26    ,                     1.0,                   182.0,                   501.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:51:26.000,      2022-11-16,10:51:26    ,                     1.0,                     0.0,                   499.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:50:26.000,      2022-11-16,10:50:26    ,                     0.0,                   154.0,                   497.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:49:26.000,      2022-11-16,10:49:26    ,                     0.0,                   196.0,                   497.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:48:26.000,      2022-11-16,10:48:26    ,                     1.0,                   224.0,                   495.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:47:26.000,      2022-11-16,10:47:26    ,                     1.0,                   196.0,                   492.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:46:26.000,      2022-11-16,10:46:26    ,                     1.0,                    28.0,                   490.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:45:26.000,      2022-11-16,10:45:26    ,                     1.0,                     0.0,                   488.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:44:26.000,      2022-11-16,10:44:26    ,                     0.0,                   126.0,                   487.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:43:26.000,      2022-11-16,10:43:26    ,                     0.0,                   154.0,                   487.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:42:26.000,      2022-11-16,10:42:26    ,                     1.0,                   112.0,                   485.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:41:26.000,      2022-11-16,10:41:26    ,                     1.0,                   168.0,                   484.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:40:26.000,      2022-11-16,10:40:26    ,                     1.0,                    28.0,                   482.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:39:26.000,      2022-11-16,10:39:26    ,                     1.0,                    98.0,                   480.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:38:26.000,      2022-11-16,10:38:26    ,                     1.0,                   112.0,                   480.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:37:26.000,      2022-11-16,10:37:26    ,                     1.0,                   210.0,                   479.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:36:26.000,      2022-11-16,10:36:26    ,                     1.0,                   210.0,                   477.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:35:26.000,      2022-11-16,10:35:26    ,                     1.0,                   224.0,                   475.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:34:26.000,      2022-11-16,10:34:26    ,                     1.0,                   154.0,                   472.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:33:26.000,      2022-11-16,10:33:26    ,                     1.0,                   182.0,                   470.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:32:26.000,      2022-11-16,10:32:26    ,                     1.0,                    98.0,                   468.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:31:26.000,      2022-11-16,10:31:26    ,                     1.0,                   210.0,                   466.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:30:26.000,      2022-11-16,10:30:26    ,                     1.0,                   224.0,                   465.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:29:26.000,      2022-11-16,10:29:26    ,                     1.0,                   224.0,                   462.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:28:26.000,      2022-11-16,10:28:26    ,                     1.0,                   224.0,                   459.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:27:26.000,      2022-11-16,10:27:26    ,                     1.0,                    70.0,                   457.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:26:26.000,      2022-11-16,10:26:26    ,                     1.0,                   126.0,                   454.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:25:26.000,      2022-11-16,10:25:26    ,                     1.0,                   196.0,                   454.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:24:26.000,      2022-11-16,10:24:26    ,                     1.0,                   210.0,                   452.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:23:26.000,      2022-11-16,10:23:26    ,                     1.0,                   210.0,                   449.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:22:26.000,      2022-11-16,10:22:26    ,                     1.0,                   224.0,                   447.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:21:26.000,      2022-11-16,10:21:26    ,                     1.0,                   168.0,                   444.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:20:26.000,      2022-11-16,10:20:26    ,                     1.0,                   154.0,                   442.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:19:26.000,      2022-11-16,10:19:26    ,                     1.0,                    28.0,                   440.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:18:26.000,      2022-11-16,10:18:26    ,                     0.0,                   238.0,                   438.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:17:26.000,      2022-11-16,10:17:26    ,                     1.0,                   224.0,                   438.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:16:26.000,      2022-11-16,10:16:26    ,                     1.0,                   154.0,                   435.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:15:26.000,      2022-11-16,10:15:26    ,                     1.0,                   224.0,                   432.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:14:26.000,      2022-11-16,10:14:26    ,                     1.0,                   224.0,                   430.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:13:26.000,      2022-11-16,10:13:26    ,                     1.0,                   154.0,                   428.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:12:26.000,      2022-11-16,10:12:26    ,                     1.0,                   196.0,                   425.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:11:26.000,      2022-11-16,10:11:26    ,                     1.0,                   182.0,                   423.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:10:26.000,      2022-11-16,10:10:26    ,                     1.0,                   112.0,                   421.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:09:26.000,      2022-11-16,10:09:26    ,                     1.0,                   224.0,                   419.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:08:26.000,      2022-11-16,10:08:26    ,                     1.0,                   196.0,                   417.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:07:26.000,      2022-11-16,10:07:26    ,                     1.0,                   196.0,                   415.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:06:26.000,      2022-11-16,10:06:26    ,                     1.0,                   224.0,                   412.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:05:26.000,      2022-11-16,10:05:26    ,                     1.0,                   224.0,                   410.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:04:26.000,      2022-11-16,10:04:26    ,                     1.0,                   238.0,                   407.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:03:26.000,      2022-11-16,10:03:26    ,                     1.0,                   224.0,                   405.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:02:26.000,      2022-11-16,10:02:26    ,                     1.0,                   224.0,                   402.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:01:26.000,      2022-11-16,10:01:26    ,                     1.0,                   168.0,                   399.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 10:00:26.000,      2022-11-16,10:00:26    ,                     1.0,                    70.0,                   396.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:59:26.000,      2022-11-16,09:59:26    ,                     1.0,                    56.0,                   395.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:58:26.000,      2022-11-16,09:58:26    ,                     1.0,                     0.0,                   394.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:57:26.000,      2022-11-16,09:57:26    ,                     0.0,                     0.0,                   393.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:56:26.000,      2022-11-16,09:56:26    ,                     0.0,                     0.0,                   393.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:55:26.000,      2022-11-16,09:55:26    ,                     0.0,                     0.0,                   393.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:54:26.000,      2022-11-16,09:54:26    ,                     0.0,                   140.0,                   393.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:53:26.000,      2022-11-16,09:53:26    ,                     1.0,                   224.0,                   393.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:52:26.000,      2022-11-16,09:52:26    ,                     1.0,                   224.0,                   391.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:51:26.000,      2022-11-16,09:51:26    ,                     1.0,                    84.0,                   389.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:50:26.000,      2022-11-16,09:50:26    ,                     1.0,                     0.0,                   386.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:49:26.000,      2022-11-16,09:49:26    ,                     0.0,                    42.0,                   385.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:48:26.000,      2022-11-16,09:48:26    ,                     0.0,                    56.0,                   385.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:47:26.000,      2022-11-16,09:47:26    ,                     1.0,                   140.0,                   385.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:46:26.000,      2022-11-16,09:46:26    ,                     1.0,                   224.0,                   384.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:45:26.000,      2022-11-16,09:45:26    ,                     1.0,                   224.0,                   382.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:44:26.000,      2022-11-16,09:44:26    ,                     1.0,                   140.0,                   379.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:43:26.000,      2022-11-16,09:43:26    ,                     1.0,                   210.0,                   377.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:42:26.000,      2022-11-16,09:42:26    ,                     1.0,                   196.0,                   375.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:41:26.000,      2022-11-16,09:41:26    ,                     1.0,                   196.0,                   373.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:40:26.000,      2022-11-16,09:40:26    ,                     1.0,                   224.0,                   370.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:39:26.000,      2022-11-16,09:39:26    ,                     1.0,                   196.0,                   368.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:38:26.000,      2022-11-16,09:38:26    ,                     1.0,                    42.0,                   365.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:37:26.000,      2022-11-16,09:37:26    ,                     1.0,                    84.0,                   363.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:36:26.000,      2022-11-16,09:36:26    ,                     1.0,                   154.0,                   363.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:35:26.000,      2022-11-16,09:35:26    ,                     1.0,                   210.0,                   361.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:34:26.000,      2022-11-16,09:34:26    ,                     1.0,                   210.0,                   360.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:33:26.000,      2022-11-16,09:33:26    ,                     1.0,                   224.0,                   357.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:32:26.000,      2022-11-16,09:32:26    ,                     1.0,                   210.0,                   355.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:31:26.000,      2022-11-16,09:31:26    ,                     1.0,                    42.0,                   352.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:30:26.000,      2022-11-16,09:30:26    ,                     0.0,                    14.0,                   350.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:29:26.000,      2022-11-16,09:29:26    ,                     1.0,                   112.0,                   349.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:28:26.000,      2022-11-16,09:28:26    ,                     0.0,                    56.0,                   349.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:27:26.000,      2022-11-16,09:27:26    ,                     1.0,                    98.0,                   348.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:26:26.000,      2022-11-16,09:26:26    ,                     0.0,                   224.0,                   347.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:25:26.000,      2022-11-16,09:25:26    ,                     1.0,                   168.0,                   346.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:24:26.000,      2022-11-16,09:24:26    ,                     1.0,                    70.0,                   343.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:23:26.000,      2022-11-16,09:23:26    ,                     1.0,                   196.0,                   341.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:22:26.000,      2022-11-16,09:22:26    ,                     1.0,                   196.0,                   340.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:21:26.000,      2022-11-16,09:21:26    ,                     1.0,                   224.0,                   338.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:20:26.000,      2022-11-16,09:20:26    ,                     1.0,                   224.0,                   335.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:19:26.000,      2022-11-16,09:19:26    ,                     1.0,                   210.0,                   333.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:18:26.000,      2022-11-16,09:18:26    ,                     1.0,                   224.0,                   330.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:17:26.000,      2022-11-16,09:17:26    ,                     1.0,                   154.0,                   327.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:16:26.000,      2022-11-16,09:16:26    ,                     1.0,                   238.0,                   325.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:15:26.000,      2022-11-16,09:15:26    ,                     1.0,                   224.0,                   323.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:14:26.000,      2022-11-16,09:14:26    ,                     1.0,                   210.0,                   320.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:13:26.000,      2022-11-16,09:13:26    ,                     1.0,                   224.0,                   318.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:12:26.000,      2022-11-16,09:12:26    ,                     1.0,                   238.0,                   315.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:11:26.000,      2022-11-16,09:11:26    ,                     1.0,                   196.0,                   312.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:10:26.000,      2022-11-16,09:10:26    ,                     1.0,                    28.0,                   310.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:09:26.000,      2022-11-16,09:09:26    ,                     1.0,                   112.0,                   307.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:08:26.000,      2022-11-16,09:08:26    ,                     1.0,                    70.0,                   307.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:07:26.000,      2022-11-16,09:07:26    ,                     1.0,                   224.0,                   306.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:06:26.000,      2022-11-16,09:06:26    ,                     1.0,                   238.0,                   305.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:05:26.000,      2022-11-16,09:05:26    ,                     1.0,                   168.0,                   302.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:04:26.000,      2022-11-16,09:04:26    ,                     1.0,                    42.0,                   299.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:03:26.000,      2022-11-16,09:03:26    ,                     1.0,                     0.0,                   297.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:02:26.000,      2022-11-16,09:02:26    ,                     1.0,                     0.0,                   297.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:01:26.000,      2022-11-16,09:01:26    ,                     0.0,                     0.0,                   297.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 09:00:26.000,      2022-11-16,09:00:26    ,                     0.0,                    14.0,                   297.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:59:26.000,      2022-11-16,08:59:26    ,                     0.0,                   126.0,                   297.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:58:26.000,      2022-11-16,08:58:26    ,                     1.0,                   154.0,                   296.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:57:26.000,      2022-11-16,08:57:26    ,                     1.0,                   140.0,                   295.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:56:26.000,      2022-11-16,08:56:26    ,                     1.0,                   140.0,                   293.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:55:26.000,      2022-11-16,08:55:26    ,                     0.0,                   238.0,                   292.0,                     0.0,                     0.0,                     1.0,                    NULL,                    NULL,                    NULL
2022-11-16 08:54:26.000,      2022-11-16,08:54:26    ,                     1.0,                   224.0,                   290.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL
