DateAndTime            ,Date            ,Time        ,TOTAL_FBC               
2022-11-16 00:39:26.000,      2022-11-16,00:39:26    ,                   445.0
2022-11-16 00:38:26.000,      2022-11-16,00:38:26    ,                   443.0
2022-11-16 00:37:26.000,      2022-11-16,00:37:26    ,                   440.0
2022-11-16 00:36:26.000,      2022-11-16,00:36:26    ,                   437.0
2022-11-16 00:35:26.000,      2022-11-16,00:35:26    ,                   433.0
2022-11-16 00:34:26.000,      2022-11-16,00:34:26    ,                   430.0
2022-11-16 00:33:26.000,      2022-11-16,00:33:26    ,                   426.0
2022-11-16 00:32:26.000,      2022-11-16,00:32:26    ,                   422.0
2022-11-16 00:31:26.000,      2022-11-16,00:31:26    ,                   420.0
2022-11-16 00:30:26.000,      2022-11-16,00:30:26    ,                   418.0
2022-11-16 00:29:26.000,      2022-11-16,00:29:26    ,                   413.0
2022-11-16 00:28:26.000,      2022-11-16,00:28:26    ,                   411.0
2022-11-16 00:27:26.000,      2022-11-16,00:27:26    ,                   406.0
2022-11-16 00:26:26.000,      2022-11-16,00:26:26    ,                   402.0
2022-11-16 00:25:26.000,      2022-11-16,00:25:26    ,                   398.0
2022-11-16 00:24:26.000,      2022-11-16,00:24:26    ,                   393.0
2022-11-16 00:23:26.000,      2022-11-16,00:23:26    ,                   390.0
2022-11-16 00:22:26.000,      2022-11-16,00:22:26    ,                   384.0
2022-11-16 00:21:26.000,      2022-11-16,00:21:26    ,                   379.0
2022-11-16 00:20:26.000,      2022-11-16,00:20:26    ,                   376.0
2022-11-16 00:19:26.000,      2022-11-16,00:19:26    ,                   372.0
2022-11-16 00:18:26.000,      2022-11-16,00:18:26    ,                   370.0
2022-11-16 00:17:26.000,      2022-11-16,00:17:26    ,                   368.0
2022-11-16 00:16:26.000,      2022-11-16,00:16:26    ,                   363.0
2022-11-16 00:15:26.000,      2022-11-16,00:15:26    ,                   358.0
2022-11-16 00:14:26.000,      2022-11-16,00:14:26    ,                   353.0
2022-11-16 00:13:26.000,      2022-11-16,00:13:26    ,                   348.0
2022-11-16 00:12:26.000,      2022-11-16,00:12:26    ,                   343.0
2022-11-16 00:11:26.000,      2022-11-16,00:11:26    ,                   338.0
2022-11-16 00:10:26.000,      2022-11-16,00:10:26    ,                   334.0
2022-11-16 00:09:26.000,      2022-11-16,00:09:26    ,                   331.0
2022-11-16 00:08:26.000,      2022-11-16,00:08:26    ,                   325.0
2022-11-16 00:07:26.000,      2022-11-16,00:07:26    ,                   321.0
2022-11-16 00:06:26.000,      2022-11-16,00:06:26    ,                   315.0
2022-11-16 00:05:26.000,      2022-11-16,00:05:26    ,                   311.0
2022-11-16 00:04:26.000,      2022-11-16,00:04:26    ,                   305.0
2022-11-16 00:03:26.000,      2022-11-16,00:03:26    ,                   300.0
2022-11-16 00:02:26.000,      2022-11-16,00:02:26    ,                   295.0
2022-11-16 00:01:26.000,      2022-11-16,00:01:26    ,                   291.0
2022-11-16 00:00:26.000,      2022-11-16,00:00:26    ,                   289.0
2022-11-15 23:59:26.000,      2022-11-15,23:59:26    ,                   286.0
2022-11-15 23:58:26.000,      2022-11-15,23:58:26    ,                   281.0
2022-11-15 23:57:26.000,      2022-11-15,23:57:26    ,                   276.0
2022-11-15 23:56:26.000,      2022-11-15,23:56:26    ,                   271.0
2022-11-15 23:55:26.000,      2022-11-15,23:55:26    ,                   267.0
2022-11-15 23:54:26.000,      2022-11-15,23:54:26    ,                   262.0
2022-11-15 23:53:26.000,      2022-11-15,23:53:26    ,                   257.0
2022-11-15 23:52:26.000,      2022-11-15,23:52:26    ,                   253.0
2022-11-15 23:51:26.000,      2022-11-15,23:51:26    ,                   249.0
2022-11-15 23:50:26.000,      2022-11-15,23:50:26    ,                   245.0
2022-11-15 23:49:26.000,      2022-11-15,23:49:26    ,                   241.0
2022-11-15 23:48:26.000,      2022-11-15,23:48:26    ,                   237.0
2022-11-15 23:47:26.000,      2022-11-15,23:47:26    ,                   233.0
2022-11-15 23:46:26.000,      2022-11-15,23:46:26    ,                   230.0
2022-11-15 23:45:26.000,      2022-11-15,23:45:26    ,                   227.0
2022-11-15 23:44:26.000,      2022-11-15,23:44:26    ,                   223.0
2022-11-15 23:43:26.000,      2022-11-15,23:43:26    ,                   220.0
2022-11-15 23:42:26.000,      2022-11-15,23:42:26    ,                   219.0
2022-11-15 23:41:26.000,      2022-11-15,23:41:26    ,                   217.0
2022-11-15 23:40:26.000,      2022-11-15,23:40:26    ,                   212.0
2022-11-15 23:39:26.000,      2022-11-15,23:39:26    ,                   208.0
2022-11-15 23:38:26.000,      2022-11-15,23:38:26    ,                   203.0
2022-11-15 23:37:26.000,      2022-11-15,23:37:26    ,                   199.0
2022-11-15 23:36:26.000,      2022-11-15,23:36:26    ,                   198.0
2022-11-15 23:35:26.000,      2022-11-15,23:35:26    ,                   197.0
2022-11-15 23:34:26.000,      2022-11-15,23:34:26    ,                   193.0
2022-11-15 23:33:26.000,      2022-11-15,23:33:26    ,                   188.0
2022-11-15 23:32:26.000,      2022-11-15,23:32:26    ,                   184.0
2022-11-15 23:31:26.000,      2022-11-15,23:31:26    ,                   179.0
2022-11-15 23:30:26.000,      2022-11-15,23:30:26    ,                   175.0
2022-11-15 23:29:26.000,      2022-11-15,23:29:26    ,                   173.0
2022-11-15 23:28:26.000,      2022-11-15,23:28:26    ,                   169.0
2022-11-15 23:27:26.000,      2022-11-15,23:27:26    ,                   165.0
2022-11-15 23:26:26.000,      2022-11-15,23:26:26    ,                   164.0
2022-11-15 23:25:26.000,      2022-11-15,23:25:26    ,                   164.0
2022-11-15 23:24:26.000,      2022-11-15,23:24:26    ,                   161.0
2022-11-15 23:23:26.000,      2022-11-15,23:23:26    ,                   155.0
2022-11-15 23:22:26.000,      2022-11-15,23:22:26    ,                   153.0
2022-11-15 23:21:26.000,      2022-11-15,23:21:26    ,                   149.0
2022-11-15 23:20:26.000,      2022-11-15,23:20:26    ,                   146.0
2022-11-15 23:19:26.000,      2022-11-15,23:19:26    ,                   146.0
2022-11-15 23:18:26.000,      2022-11-15,23:18:26    ,                   145.0
2022-11-15 23:17:26.000,      2022-11-15,23:17:26    ,                   143.0
2022-11-15 23:16:26.000,      2022-11-15,23:16:26    ,                   141.0
2022-11-15 23:15:26.000,      2022-11-15,23:15:26    ,                   139.0
2022-11-15 23:14:26.000,      2022-11-15,23:14:26    ,                   134.0
2022-11-15 23:13:26.000,      2022-11-15,23:13:26    ,                   130.0
2022-11-15 23:12:26.000,      2022-11-15,23:12:26    ,                   126.0
2022-11-15 23:11:26.000,      2022-11-15,23:11:26    ,                   124.0
2022-11-15 23:10:26.000,      2022-11-15,23:10:26    ,                   120.0
2022-11-15 23:09:26.000,      2022-11-15,23:09:26    ,                   117.0
2022-11-15 23:08:26.000,      2022-11-15,23:08:26    ,                   114.0
2022-11-15 23:07:26.000,      2022-11-15,23:07:26    ,                   112.0
2022-11-15 23:06:26.000,      2022-11-15,23:06:26    ,                   111.0
2022-11-15 23:05:26.000,      2022-11-15,23:05:26    ,                   109.0
2022-11-15 23:04:26.000,      2022-11-15,23:04:26    ,                   107.0
2022-11-15 23:03:26.000,      2022-11-15,23:03:26    ,                   104.0
2022-11-15 23:02:26.000,      2022-11-15,23:02:26    ,                   101.0
2022-11-15 23:01:26.000,      2022-11-15,23:01:26    ,                    96.0
2022-11-15 23:00:26.000,      2022-11-15,23:00:26    ,                    94.0
2022-11-15 22:59:26.000,      2022-11-15,22:59:26    ,                    91.0
2022-11-15 22:58:26.000,      2022-11-15,22:58:26    ,                    87.0
2022-11-15 22:57:26.000,      2022-11-15,22:57:26    ,                    84.0
2022-11-15 22:56:26.000,      2022-11-15,22:56:26    ,                    80.0
2022-11-15 22:55:26.000,      2022-11-15,22:55:26    ,                    79.0
2022-11-15 22:54:26.000,      2022-11-15,22:54:26    ,                    77.0
2022-11-15 22:53:26.000,      2022-11-15,22:53:26    ,                    75.0
2022-11-15 22:52:26.000,      2022-11-15,22:52:26    ,                    73.0
2022-11-15 22:51:26.000,      2022-11-15,22:51:26    ,                    73.0
2022-11-15 22:50:26.000,      2022-11-15,22:50:26    ,                    73.0
2022-11-15 22:49:26.000,      2022-11-15,22:49:26    ,                    72.0
2022-11-15 22:48:26.000,      2022-11-15,22:48:26    ,                    68.0
2022-11-15 22:47:26.000,      2022-11-15,22:47:26    ,                    65.0
2022-11-15 22:46:26.000,      2022-11-15,22:46:26    ,                    61.0
2022-11-15 22:45:26.000,      2022-11-15,22:45:26    ,                    59.0
2022-11-15 22:44:26.000,      2022-11-15,22:44:26    ,                    57.0
2022-11-15 22:43:26.000,      2022-11-15,22:43:26    ,                    56.0
2022-11-15 22:42:26.000,      2022-11-15,22:42:26    ,                    54.0
2022-11-15 22:41:26.000,      2022-11-15,22:41:26    ,                    53.0
2022-11-15 22:40:26.000,      2022-11-15,22:40:26    ,                    50.0
2022-11-15 22:39:26.000,      2022-11-15,22:39:26    ,                    47.0
2022-11-15 22:38:26.000,      2022-11-15,22:38:26    ,                    45.0
2022-11-15 22:37:26.000,      2022-11-15,22:37:26    ,                    42.0
2022-11-15 22:36:26.000,      2022-11-15,22:36:26    ,                    42.0
2022-11-15 22:35:26.000,      2022-11-15,22:35:26    ,                    40.0
2022-11-15 22:34:26.000,      2022-11-15,22:34:26    ,                    38.0
2022-11-15 22:33:26.000,      2022-11-15,22:33:26    ,                    36.0
2022-11-15 22:32:26.000,      2022-11-15,22:32:26    ,                    34.0
2022-11-15 22:31:26.000,      2022-11-15,22:31:26    ,                    33.0
2022-11-15 22:30:26.000,      2022-11-15,22:30:26    ,                    31.0
2022-11-15 22:29:26.000,      2022-11-15,22:29:26    ,                    30.0
2022-11-15 22:28:26.000,      2022-11-15,22:28:26    ,                    28.0
2022-11-15 22:27:26.000,      2022-11-15,22:27:26    ,                    27.0
2022-11-15 22:26:26.000,      2022-11-15,22:26:26    ,                    27.0
2022-11-15 22:25:26.000,      2022-11-15,22:25:26    ,                    26.0
2022-11-15 22:24:26.000,      2022-11-15,22:24:26    ,                    23.0
2022-11-15 22:23:26.000,      2022-11-15,22:23:26    ,                    20.0
2022-11-15 22:22:26.000,      2022-11-15,22:22:26    ,                    20.0
2022-11-15 22:21:26.000,      2022-11-15,22:21:26    ,                    18.0
2022-11-15 22:20:26.000,      2022-11-15,22:20:26    ,                    15.0
2022-11-15 22:19:26.000,      2022-11-15,22:19:26    ,                    12.0
2022-11-15 22:18:26.000,      2022-11-15,22:18:26    ,                    12.0
2022-11-15 22:17:26.000,      2022-11-15,22:17:26    ,                    11.0
2022-11-15 22:16:26.000,      2022-11-15,22:16:26    ,                    11.0
2022-11-15 22:15:26.000,      2022-11-15,22:15:26    ,                     9.0
2022-11-15 22:14:26.000,      2022-11-15,22:14:26    ,                     7.0
2022-11-15 22:13:26.000,      2022-11-15,22:13:26    ,                     7.0
2022-11-15 22:12:26.000,      2022-11-15,22:12:26    ,                     7.0
2022-11-15 22:11:26.000,      2022-11-15,22:11:26    ,                     7.0
2022-11-15 22:10:26.000,      2022-11-15,22:10:26    ,                     7.0
2022-11-15 22:09:26.000,      2022-11-15,22:09:26    ,                     5.0
2022-11-15 22:08:26.000,      2022-11-15,22:08:26    ,                     5.0
2022-11-15 22:07:26.000,      2022-11-15,22:07:26    ,                     4.0
2022-11-15 22:06:26.000,      2022-11-15,22:06:26    ,                     3.0
2022-11-15 22:05:26.000,      2022-11-15,22:05:26    ,                     2.0
2022-11-15 22:04:26.000,      2022-11-15,22:04:26    ,                     0.0
2022-11-15 22:03:26.000,      2022-11-15,22:03:26    ,                   433.0
2022-11-15 22:02:26.000,      2022-11-15,22:02:26    ,                   624.0
2022-11-15 22:01:26.000,      2022-11-15,22:01:26    ,                   623.0
2022-11-15 22:00:26.000,      2022-11-15,22:00:26    ,                   622.0
2022-11-15 21:59:26.000,      2022-11-15,21:59:26    ,                   620.0
2022-11-15 21:58:26.000,      2022-11-15,21:58:26    ,                   619.0
2022-11-15 21:57:26.000,      2022-11-15,21:57:26    ,                   616.0
2022-11-15 21:56:26.000,      2022-11-15,21:56:26    ,                   616.0
2022-11-15 21:55:26.000,      2022-11-15,21:55:26    ,                   616.0
2022-11-15 21:54:26.000,      2022-11-15,21:54:26    ,                   614.0
2022-11-15 21:53:26.000,      2022-11-15,21:53:26    ,                   612.0
2022-11-15 21:52:26.000,      2022-11-15,21:52:26    ,                   609.0
2022-11-15 21:51:26.000,      2022-11-15,21:51:26    ,                   606.0
2022-11-15 21:50:26.000,      2022-11-15,21:50:26    ,                   603.0
2022-11-15 21:49:26.000,      2022-11-15,21:49:26    ,                   600.0
2022-11-15 21:48:26.000,      2022-11-15,21:48:26    ,                   598.0
2022-11-15 21:47:26.000,      2022-11-15,21:47:26    ,                   596.0
2022-11-15 21:46:26.000,      2022-11-15,21:46:26    ,                   595.0
2022-11-15 21:45:26.000,      2022-11-15,21:45:26    ,                   592.0
2022-11-15 21:44:26.000,      2022-11-15,21:44:26    ,                   589.0
2022-11-15 21:43:26.000,      2022-11-15,21:43:26    ,                   588.0
2022-11-15 21:42:26.000,      2022-11-15,21:42:26    ,                   586.0
2022-11-15 21:41:26.000,      2022-11-15,21:41:26    ,                   585.0
2022-11-15 21:40:26.000,      2022-11-15,21:40:26    ,                   582.0
2022-11-15 21:39:26.000,      2022-11-15,21:39:26    ,                   581.0
2022-11-15 21:38:26.000,      2022-11-15,21:38:26    ,                   580.0
2022-11-15 21:37:26.000,      2022-11-15,21:37:26    ,                   579.0
2022-11-15 21:36:26.000,      2022-11-15,21:36:26    ,                   576.0
2022-11-15 21:35:26.000,      2022-11-15,21:35:26    ,                   573.0
2022-11-15 21:34:26.000,      2022-11-15,21:34:26    ,                   570.0
2022-11-15 21:33:26.000,      2022-11-15,21:33:26    ,                   568.0
2022-11-15 21:32:26.000,      2022-11-15,21:32:26    ,                   566.0
2022-11-15 21:31:26.000,      2022-11-15,21:31:26    ,                   566.0
2022-11-15 21:30:26.000,      2022-11-15,21:30:26    ,                   566.0
2022-11-15 21:29:26.000,      2022-11-15,21:29:26    ,                   566.0
2022-11-15 21:28:26.000,      2022-11-15,21:28:26    ,                   566.0
2022-11-15 21:27:26.000,      2022-11-15,21:27:26    ,                   566.0
2022-11-15 21:26:26.000,      2022-11-15,21:26:26    ,                   566.0
2022-11-15 21:25:26.000,      2022-11-15,21:25:26    ,                   566.0
2022-11-15 21:24:26.000,      2022-11-15,21:24:26    ,                   566.0
2022-11-15 21:23:26.000,      2022-11-15,21:23:26    ,                   566.0
2022-11-15 21:22:26.000,      2022-11-15,21:22:26    ,                   566.0
2022-11-15 21:21:26.000,      2022-11-15,21:21:26    ,                   566.0
2022-11-15 21:20:26.000,      2022-11-15,21:20:26    ,                   566.0
2022-11-15 21:19:26.000,      2022-11-15,21:19:26    ,                   566.0
2022-11-15 21:18:26.000,      2022-11-15,21:18:26    ,                   566.0
2022-11-15 21:17:26.000,      2022-11-15,21:17:26    ,                   566.0
2022-11-15 21:16:26.000,      2022-11-15,21:16:26    ,                   566.0
2022-11-15 21:15:26.000,      2022-11-15,21:15:26    ,                   566.0
2022-11-15 21:14:26.000,      2022-11-15,21:14:26    ,                   566.0
2022-11-15 21:13:26.000,      2022-11-15,21:13:26    ,                   566.0
2022-11-15 21:12:26.000,      2022-11-15,21:12:26    ,                   566.0
2022-11-15 21:11:26.000,      2022-11-15,21:11:26    ,                   566.0
2022-11-15 21:10:26.000,      2022-11-15,21:10:26    ,                   566.0
2022-11-15 21:09:26.000,      2022-11-15,21:09:26    ,                   566.0
2022-11-15 21:08:26.000,      2022-11-15,21:08:26    ,                   566.0
2022-11-15 21:07:26.000,      2022-11-15,21:07:26    ,                   566.0
2022-11-15 21:06:26.000,      2022-11-15,21:06:26    ,                   566.0
2022-11-15 21:05:26.000,      2022-11-15,21:05:26    ,                   564.0
2022-11-15 21:04:26.000,      2022-11-15,21:04:26    ,                   564.0
2022-11-15 21:03:26.000,      2022-11-15,21:03:26    ,                   564.0
2022-11-15 21:02:26.000,      2022-11-15,21:02:26    ,                   563.0
2022-11-15 21:01:26.000,      2022-11-15,21:01:26    ,                   562.0
2022-11-15 21:00:26.000,      2022-11-15,21:00:26    ,                   560.0
2022-11-15 20:59:26.000,      2022-11-15,20:59:26    ,                   560.0
2022-11-15 20:58:26.000,      2022-11-15,20:58:26    ,                   560.0
2022-11-15 20:57:26.000,      2022-11-15,20:57:26    ,                   560.0
2022-11-15 20:56:26.000,      2022-11-15,20:56:26    ,                   560.0
2022-11-15 20:55:26.000,      2022-11-15,20:55:26    ,                   560.0
2022-11-15 20:54:26.000,      2022-11-15,20:54:26    ,                   560.0
2022-11-15 20:53:26.000,      2022-11-15,20:53:26    ,                   560.0
2022-11-15 20:52:26.000,      2022-11-15,20:52:26    ,                   560.0
2022-11-15 20:51:26.000,      2022-11-15,20:51:26    ,                   560.0
2022-11-15 20:50:26.000,      2022-11-15,20:50:26    ,                   560.0
2022-11-15 20:49:26.000,      2022-11-15,20:49:26    ,                   560.0
2022-11-15 20:48:26.000,      2022-11-15,20:48:26    ,                   560.0
2022-11-15 20:47:26.000,      2022-11-15,20:47:26    ,                   560.0
2022-11-15 20:46:26.000,      2022-11-15,20:46:26    ,                   560.0
2022-11-15 20:45:26.000,      2022-11-15,20:45:26    ,                   560.0
2022-11-15 20:44:26.000,      2022-11-15,20:44:26    ,                   560.0
2022-11-15 20:43:26.000,      2022-11-15,20:43:26    ,                   560.0
2022-11-15 20:42:26.000,      2022-11-15,20:42:26    ,                   559.0
2022-11-15 20:41:26.000,      2022-11-15,20:41:26    ,                   558.0
2022-11-15 20:40:26.000,      2022-11-15,20:40:26    ,                   558.0
2022-11-15 20:39:26.000,      2022-11-15,20:39:26    ,                   557.0
2022-11-15 20:38:26.000,      2022-11-15,20:38:26    ,                   556.0
2022-11-15 20:37:26.000,      2022-11-15,20:37:26    ,                   555.0
2022-11-15 20:36:26.000,      2022-11-15,20:36:26    ,                   555.0
2022-11-15 20:35:26.000,      2022-11-15,20:35:26    ,                   555.0
2022-11-15 20:34:26.000,      2022-11-15,20:34:26    ,                   555.0
2022-11-15 20:33:26.000,      2022-11-15,20:33:26    ,                   554.0
2022-11-15 20:32:26.000,      2022-11-15,20:32:26    ,                   554.0
2022-11-15 20:31:26.000,      2022-11-15,20:31:26    ,                   553.0
2022-11-15 20:30:26.000,      2022-11-15,20:30:26    ,                   552.0
2022-11-15 20:29:26.000,      2022-11-15,20:29:26    ,                   550.0
2022-11-15 20:28:26.000,      2022-11-15,20:28:26    ,                   548.0
2022-11-15 20:27:26.000,      2022-11-15,20:27:26    ,                   547.0
2022-11-15 20:26:26.000,      2022-11-15,20:26:26    ,                   546.0
2022-11-15 20:25:26.000,      2022-11-15,20:25:26    ,                   546.0
2022-11-15 20:24:26.000,      2022-11-15,20:24:26    ,                   545.0
2022-11-15 20:23:26.000,      2022-11-15,20:23:26    ,                   544.0
2022-11-15 20:22:26.000,      2022-11-15,20:22:26    ,                   543.0
2022-11-15 20:21:26.000,      2022-11-15,20:21:26    ,                   543.0
2022-11-15 20:20:26.000,      2022-11-15,20:20:26    ,                   541.0
2022-11-15 20:19:26.000,      2022-11-15,20:19:26    ,                   539.0
2022-11-15 20:18:26.000,      2022-11-15,20:18:26    ,                   537.0
2022-11-15 20:17:26.000,      2022-11-15,20:17:26    ,                   536.0
2022-11-15 20:16:26.000,      2022-11-15,20:16:26    ,                   536.0
2022-11-15 20:15:26.000,      2022-11-15,20:15:26    ,                   536.0
2022-11-15 20:14:26.000,      2022-11-15,20:14:26    ,                   535.0
2022-11-15 20:13:26.000,      2022-11-15,20:13:26    ,                   535.0
2022-11-15 20:12:26.000,      2022-11-15,20:12:26    ,                   535.0
2022-11-15 20:11:26.000,      2022-11-15,20:11:26    ,                   535.0
2022-11-15 20:10:26.000,      2022-11-15,20:10:26    ,                   535.0
2022-11-15 20:09:26.000,      2022-11-15,20:09:26    ,                   535.0
2022-11-15 20:08:26.000,      2022-11-15,20:08:26    ,                   534.0
2022-11-15 20:07:26.000,      2022-11-15,20:07:26    ,                   534.0
2022-11-15 20:06:26.000,      2022-11-15,20:06:26    ,                   534.0
2022-11-15 20:05:26.000,      2022-11-15,20:05:26    ,                   532.0
2022-11-15 20:04:26.000,      2022-11-15,20:04:26    ,                   532.0
2022-11-15 20:03:26.000,      2022-11-15,20:03:26    ,                   532.0
2022-11-15 20:02:26.000,      2022-11-15,20:02:26    ,                   529.0
2022-11-15 20:01:26.000,      2022-11-15,20:01:26    ,                   527.0
2022-11-15 20:00:26.000,      2022-11-15,20:00:26    ,                   527.0
2022-11-15 19:59:26.000,      2022-11-15,19:59:26    ,                   527.0
2022-11-15 19:58:26.000,      2022-11-15,19:58:26    ,                   527.0
2022-11-15 19:57:26.000,      2022-11-15,19:57:26    ,                   526.0
2022-11-15 19:56:26.000,      2022-11-15,19:56:26    ,                   526.0
2022-11-15 19:55:26.000,      2022-11-15,19:55:26    ,                   525.0
2022-11-15 19:54:26.000,      2022-11-15,19:54:26    ,                   523.0
2022-11-15 19:53:26.000,      2022-11-15,19:53:26    ,                   521.0
2022-11-15 19:52:26.000,      2022-11-15,19:52:26    ,                   521.0
2022-11-15 19:51:26.000,      2022-11-15,19:51:26    ,                   520.0
2022-11-15 19:50:26.000,      2022-11-15,19:50:26    ,                   519.0
2022-11-15 19:49:26.000,      2022-11-15,19:49:26    ,                   518.0
2022-11-15 19:48:26.000,      2022-11-15,19:48:26    ,                   516.0
2022-11-15 19:47:26.000,      2022-11-15,19:47:26    ,                   515.0
2022-11-15 19:46:26.000,      2022-11-15,19:46:26    ,                   513.0
2022-11-15 19:45:26.000,      2022-11-15,19:45:26    ,                   510.0
2022-11-15 19:44:26.000,      2022-11-15,19:44:26    ,                   510.0
2022-11-15 19:43:26.000,      2022-11-15,19:43:26    ,                   510.0
2022-11-15 19:42:26.000,      2022-11-15,19:42:26    ,                   510.0
2022-11-15 19:41:26.000,      2022-11-15,19:41:26    ,                   510.0
2022-11-15 19:40:26.000,      2022-11-15,19:40:26    ,                   508.0
2022-11-15 19:39:26.000,      2022-11-15,19:39:26    ,                   507.0
2022-11-15 19:38:26.000,      2022-11-15,19:38:26    ,                   507.0
2022-11-15 19:37:26.000,      2022-11-15,19:37:26    ,                   507.0
2022-11-15 19:36:26.000,      2022-11-15,19:36:26    ,                   506.0
2022-11-15 19:35:26.000,      2022-11-15,19:35:26    ,                   506.0
2022-11-15 19:34:26.000,      2022-11-15,19:34:26    ,                   506.0
2022-11-15 19:33:26.000,      2022-11-15,19:33:26    ,                   506.0
2022-11-15 19:32:26.000,      2022-11-15,19:32:26    ,                   505.0
2022-11-15 19:31:26.000,      2022-11-15,19:31:26    ,                   504.0
2022-11-15 19:30:26.000,      2022-11-15,19:30:26    ,                   502.0
2022-11-15 19:29:26.000,      2022-11-15,19:29:26    ,                   501.0
2022-11-15 19:28:26.000,      2022-11-15,19:28:26    ,                   500.0
2022-11-15 19:27:26.000,      2022-11-15,19:27:26    ,                   499.0
2022-11-15 19:26:26.000,      2022-11-15,19:26:26    ,                   498.0
2022-11-15 19:25:26.000,      2022-11-15,19:25:26    ,                   498.0
2022-11-15 19:24:26.000,      2022-11-15,19:24:26    ,                   498.0
2022-11-15 19:23:26.000,      2022-11-15,19:23:26    ,                   498.0
2022-11-15 19:22:26.000,      2022-11-15,19:22:26    ,                   498.0
2022-11-15 19:21:26.000,      2022-11-15,19:21:26    ,                   498.0
2022-11-15 19:20:26.000,      2022-11-15,19:20:26    ,                   498.0
2022-11-15 19:19:26.000,      2022-11-15,19:19:26    ,                   498.0
2022-11-15 19:18:26.000,      2022-11-15,19:18:26    ,                   498.0
2022-11-15 19:17:26.000,      2022-11-15,19:17:26    ,                   498.0
2022-11-15 19:16:26.000,      2022-11-15,19:16:26    ,                   498.0
2022-11-15 19:15:26.000,      2022-11-15,19:15:26    ,                   498.0
2022-11-15 19:14:26.000,      2022-11-15,19:14:26    ,                   498.0
2022-11-15 19:13:26.000,      2022-11-15,19:13:26    ,                   498.0
2022-11-15 19:12:26.000,      2022-11-15,19:12:26    ,                   498.0
2022-11-15 19:11:26.000,      2022-11-15,19:11:26    ,                   497.0
2022-11-15 19:10:26.000,      2022-11-15,19:10:26    ,                   496.0
2022-11-15 19:09:26.000,      2022-11-15,19:09:26    ,                   496.0
2022-11-15 19:08:26.000,      2022-11-15,19:08:26    ,                   496.0
2022-11-15 19:07:26.000,      2022-11-15,19:07:26    ,                   495.0
2022-11-15 19:06:26.000,      2022-11-15,19:06:26    ,                   493.0
2022-11-15 19:05:26.000,      2022-11-15,19:05:26    ,                   492.0
2022-11-15 19:04:26.000,      2022-11-15,19:04:26    ,                   492.0
2022-11-15 19:03:26.000,      2022-11-15,19:03:26    ,                   492.0
2022-11-15 19:02:26.000,      2022-11-15,19:02:26    ,                   492.0
2022-11-15 19:01:26.000,      2022-11-15,19:01:26    ,                   491.0
2022-11-15 19:00:26.000,      2022-11-15,19:00:26    ,                   491.0
2022-11-15 18:59:26.000,      2022-11-15,18:59:26    ,                   491.0
2022-11-15 18:58:26.000,      2022-11-15,18:58:26    ,                   491.0
2022-11-15 18:57:26.000,      2022-11-15,18:57:26    ,                   491.0
2022-11-15 18:56:26.000,      2022-11-15,18:56:26    ,                   491.0
2022-11-15 18:55:26.000,      2022-11-15,18:55:26    ,                   491.0
2022-11-15 18:54:26.000,      2022-11-15,18:54:26    ,                   491.0
2022-11-15 18:53:26.000,      2022-11-15,18:53:26    ,                   491.0

(1000 rows affected)
