DateAndTime            ,Date            ,Time        ,CPM_1_Running           ,CPM_2_Actual_Speed      ,CPM_1_Waiting_Upstream  ,CPM_1_Blocked_Downstream,CPM_2_Manual_Stop_Count ,CPM_2_Manual_Stop_Time  ,CPM_02_Status           ,CPM_02_Blocked          ,FBC_Produced_02         
2022-11-16 11:06:26.000,      2022-11-16,11:06:26    ,                     1.0,                   168.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   529.0
2022-11-16 11:05:26.000,      2022-11-16,11:05:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   528.0
2022-11-16 11:04:26.000,      2022-11-16,11:04:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   525.0
2022-11-16 11:03:26.000,      2022-11-16,11:03:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   524.0
2022-11-16 11:02:26.000,      2022-11-16,11:02:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   523.0
2022-11-16 11:01:26.000,      2022-11-16,11:01:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   520.0
2022-11-16 11:00:26.000,      2022-11-16,11:00:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   519.0
2022-11-16 10:59:26.000,      2022-11-16,10:59:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   518.0
2022-11-16 10:58:26.000,      2022-11-16,10:58:26    ,                     1.0,                   126.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   515.0
2022-11-16 10:57:26.000,      2022-11-16,10:57:26    ,                     1.0,                   126.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   513.0
2022-11-16 10:56:26.000,      2022-11-16,10:56:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   512.0
2022-11-16 10:55:26.000,      2022-11-16,10:55:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   509.0
2022-11-16 10:54:26.000,      2022-11-16,10:54:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   507.0
2022-11-16 10:53:26.000,      2022-11-16,10:53:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   504.0
2022-11-16 10:52:26.000,      2022-11-16,10:52:26    ,                     1.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   501.0
2022-11-16 10:51:26.000,      2022-11-16,10:51:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   500.0
2022-11-16 10:50:26.000,      2022-11-16,10:50:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   499.0
2022-11-16 10:49:26.000,      2022-11-16,10:49:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   496.0
2022-11-16 10:48:26.000,      2022-11-16,10:48:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   494.0
2022-11-16 10:47:26.000,      2022-11-16,10:47:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   492.0
2022-11-16 10:46:26.000,      2022-11-16,10:46:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   489.0
2022-11-16 10:45:26.000,      2022-11-16,10:45:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   486.0
2022-11-16 10:44:26.000,      2022-11-16,10:44:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   483.0
2022-11-16 10:43:26.000,      2022-11-16,10:43:26    ,                     1.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   480.0
2022-11-16 10:42:26.000,      2022-11-16,10:42:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   479.0
2022-11-16 10:41:26.000,      2022-11-16,10:41:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   479.0
2022-11-16 10:40:26.000,      2022-11-16,10:40:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   478.0
2022-11-16 10:39:26.000,      2022-11-16,10:39:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   476.0
2022-11-16 10:38:26.000,      2022-11-16,10:38:26    ,                     0.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   476.0
2022-11-16 10:37:26.000,      2022-11-16,10:37:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   475.0
2022-11-16 10:36:26.000,      2022-11-16,10:36:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   472.0
2022-11-16 10:35:26.000,      2022-11-16,10:35:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   470.0
2022-11-16 10:34:26.000,      2022-11-16,10:34:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   467.0
2022-11-16 10:33:26.000,      2022-11-16,10:33:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   465.0
2022-11-16 10:32:26.000,      2022-11-16,10:32:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   463.0
2022-11-16 10:31:26.000,      2022-11-16,10:31:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   460.0
2022-11-16 10:30:26.000,      2022-11-16,10:30:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   457.0
2022-11-16 10:29:26.000,      2022-11-16,10:29:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   455.0
2022-11-16 10:28:26.000,      2022-11-16,10:28:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   452.0
2022-11-16 10:27:26.000,      2022-11-16,10:27:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   449.0
2022-11-16 10:26:26.000,      2022-11-16,10:26:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   447.0
2022-11-16 10:25:26.000,      2022-11-16,10:25:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   446.0
2022-11-16 10:24:26.000,      2022-11-16,10:24:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   444.0
2022-11-16 10:23:26.000,      2022-11-16,10:23:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   442.0
2022-11-16 10:22:26.000,      2022-11-16,10:22:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   440.0
2022-11-16 10:21:26.000,      2022-11-16,10:21:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   437.0
2022-11-16 10:20:26.000,      2022-11-16,10:20:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   434.0
2022-11-16 10:19:26.000,      2022-11-16,10:19:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   431.0
2022-11-16 10:18:26.000,      2022-11-16,10:18:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   429.0
2022-11-16 10:17:26.000,      2022-11-16,10:17:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   427.0
2022-11-16 10:16:26.000,      2022-11-16,10:16:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   424.0
2022-11-16 10:15:26.000,      2022-11-16,10:15:26    ,                     1.0,                     0.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   421.0
2022-11-16 10:14:26.000,      2022-11-16,10:14:26    ,                     0.0,                     0.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   421.0
2022-11-16 10:13:26.000,      2022-11-16,10:13:26    ,                     0.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   421.0
2022-11-16 10:12:26.000,      2022-11-16,10:12:26    ,                     0.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   421.0
2022-11-16 10:11:26.000,      2022-11-16,10:11:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   420.0
2022-11-16 10:10:26.000,      2022-11-16,10:10:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   417.0
2022-11-16 10:09:26.000,      2022-11-16,10:09:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   415.0
2022-11-16 10:08:26.000,      2022-11-16,10:08:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   412.0
2022-11-16 10:07:26.000,      2022-11-16,10:07:26    ,                     1.0,                     0.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   410.0
2022-11-16 10:06:26.000,      2022-11-16,10:06:26    ,                     0.0,                    14.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   410.0
2022-11-16 10:05:26.000,      2022-11-16,10:05:26    ,                     0.0,                    28.0,                     0.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   410.0
2022-11-16 10:04:26.000,      2022-11-16,10:04:26    ,                     0.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   409.0
2022-11-16 10:03:26.000,      2022-11-16,10:03:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   409.0
2022-11-16 10:02:26.000,      2022-11-16,10:02:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   406.0
2022-11-16 10:01:26.000,      2022-11-16,10:01:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   405.0
2022-11-16 10:00:26.000,      2022-11-16,10:00:26    ,                     1.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   402.0
2022-11-16 09:59:26.000,      2022-11-16,09:59:26    ,                     1.0,                   140.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   401.0
2022-11-16 09:58:26.000,      2022-11-16,09:58:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   401.0
2022-11-16 09:57:26.000,      2022-11-16,09:57:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   400.0
2022-11-16 09:56:26.000,      2022-11-16,09:56:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   399.0
2022-11-16 09:55:26.000,      2022-11-16,09:55:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   397.0
2022-11-16 09:54:26.000,      2022-11-16,09:54:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   395.0
2022-11-16 09:53:26.000,      2022-11-16,09:53:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   392.0
2022-11-16 09:52:26.000,      2022-11-16,09:52:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   390.0
2022-11-16 09:51:26.000,      2022-11-16,09:51:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   388.0
2022-11-16 09:50:26.000,      2022-11-16,09:50:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   387.0
2022-11-16 09:49:26.000,      2022-11-16,09:49:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   385.0
2022-11-16 09:48:26.000,      2022-11-16,09:48:26    ,                     1.0,                     0.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   385.0
2022-11-16 09:47:26.000,      2022-11-16,09:47:26    ,                     1.0,                     0.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   384.0
2022-11-16 09:46:26.000,      2022-11-16,09:46:26    ,                     1.0,                    14.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   384.0
2022-11-16 09:45:26.000,      2022-11-16,09:45:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   384.0
2022-11-16 09:44:26.000,      2022-11-16,09:44:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   383.0
2022-11-16 09:43:26.000,      2022-11-16,09:43:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   382.0
2022-11-16 09:42:26.000,      2022-11-16,09:42:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   382.0
2022-11-16 09:41:26.000,      2022-11-16,09:41:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   380.0
2022-11-16 09:40:26.000,      2022-11-16,09:40:26    ,                     1.0,                    28.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   378.0
2022-11-16 09:39:26.000,      2022-11-16,09:39:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   376.0
2022-11-16 09:38:26.000,      2022-11-16,09:38:26    ,                     1.0,                    84.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   375.0
2022-11-16 09:37:26.000,      2022-11-16,09:37:26    ,                     1.0,                    42.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   373.0
2022-11-16 09:36:26.000,      2022-11-16,09:36:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   373.0
2022-11-16 09:35:26.000,      2022-11-16,09:35:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   372.0
2022-11-16 09:34:26.000,      2022-11-16,09:34:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   370.0
2022-11-16 09:33:26.000,      2022-11-16,09:33:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   369.0
2022-11-16 09:32:26.000,      2022-11-16,09:32:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   366.0
2022-11-16 09:31:26.000,      2022-11-16,09:31:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   364.0
2022-11-16 09:30:26.000,      2022-11-16,09:30:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   361.0
2022-11-16 09:29:26.000,      2022-11-16,09:29:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   359.0
2022-11-16 09:28:26.000,      2022-11-16,09:28:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   357.0
2022-11-16 09:27:26.000,      2022-11-16,09:27:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   354.0
2022-11-16 09:26:26.000,      2022-11-16,09:26:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   352.0
2022-11-16 09:25:26.000,      2022-11-16,09:25:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   349.0
2022-11-16 09:24:26.000,      2022-11-16,09:24:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   346.0
2022-11-16 09:23:26.000,      2022-11-16,09:23:26    ,                     1.0,                   210.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   344.0
2022-11-16 09:22:26.000,      2022-11-16,09:22:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   341.0
2022-11-16 09:21:26.000,      2022-11-16,09:21:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   339.0
2022-11-16 09:20:26.000,      2022-11-16,09:20:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   336.0
2022-11-16 09:19:26.000,      2022-11-16,09:19:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   334.0
2022-11-16 09:18:26.000,      2022-11-16,09:18:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   331.0
2022-11-16 09:17:26.000,      2022-11-16,09:17:26    ,                     1.0,                   112.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   329.0
2022-11-16 09:16:26.000,      2022-11-16,09:16:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   327.0
2022-11-16 09:15:26.000,      2022-11-16,09:15:26    ,                     1.0,                   168.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   326.0
2022-11-16 09:14:26.000,      2022-11-16,09:14:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   323.0
2022-11-16 09:13:26.000,      2022-11-16,09:13:26    ,                     0.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   322.0
2022-11-16 09:12:26.000,      2022-11-16,09:12:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   320.0
2022-11-16 09:11:26.000,      2022-11-16,09:11:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   317.0
2022-11-16 09:10:26.000,      2022-11-16,09:10:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   315.0
2022-11-16 09:09:26.000,      2022-11-16,09:09:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   312.0
2022-11-16 09:08:26.000,      2022-11-16,09:08:26    ,                     1.0,                    56.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   312.0
2022-11-16 09:07:26.000,      2022-11-16,09:07:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   311.0
2022-11-16 09:06:26.000,      2022-11-16,09:06:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   310.0
2022-11-16 09:05:26.000,      2022-11-16,09:05:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   307.0
2022-11-16 09:04:26.000,      2022-11-16,09:04:26    ,                     1.0,                   154.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   304.0
2022-11-16 09:03:26.000,      2022-11-16,09:03:26    ,                     1.0,                    98.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   303.0
2022-11-16 09:02:26.000,      2022-11-16,09:02:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   301.0
2022-11-16 09:01:26.000,      2022-11-16,09:01:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   299.0
2022-11-16 09:00:26.000,      2022-11-16,09:00:26    ,                     1.0,                   238.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   296.0
2022-11-16 08:59:26.000,      2022-11-16,08:59:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   294.0
2022-11-16 08:58:26.000,      2022-11-16,08:58:26    ,                     1.0,                    70.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   291.0
2022-11-16 08:57:26.000,      2022-11-16,08:57:26    ,                     1.0,                   182.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   289.0
2022-11-16 08:56:26.000,      2022-11-16,08:56:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   288.0
2022-11-16 08:55:26.000,      2022-11-16,08:55:26    ,                     1.0,                   224.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   286.0
2022-11-16 08:54:26.000,      2022-11-16,08:54:26    ,                     1.0,                   196.0,                     1.0,                     0.0,                    NULL,                    NULL,                    NULL,                     0.0,                   283.0
